Gender,Age,Construction_type,New_construction,Elevator,Floors_in_the_building,Floor_area,Number_of_rooms,Number_of_bathrooms,Ceiling_height,Floor,Balcony,Furniture,Renovation,Children_are_welcome,Pets_allowed,Utility_payments,Address,Price,Duration,amenities,appliances,parking
1,44,4,0.0,0.0,4.0,42.0,1.0,1.0,3.0,2.0,Closed balcony,Available,Euro Renovation,11.0,11.0,10.0,1656,350000.0,1,7,187,4
0,24,2,1.0,1.0,14.0,100.0,3.0,2.0,3.0,10.0,Multiple balconies,Available,Euro Renovation,12.0,10.0,12.0,2504,550000.0,1,7,187,4
0,24,3,0.0,1.0,9.0,78.0,4.0,2.0,2.8,1.0,Open balcony,Partial Furniture,Cosmetic Renovation,11.0,10.0,10.0,370,240000.0,1,7,187,4
0,48,3,0.0,1.0,9.0,84.0,3.0,1.0,3.0,8.0,Open balcony,Available,Old Renovation,11.0,10.0,10.0,1152,200000.0,1,7,187,4
1,19,3,0.0,1.0,12.0,61.0,2.0,1.0,2.8,12.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,2211,500000.0,1,7,187,4
1,37,4,0.0,1.0,7.0,74.0,3.0,2.0,2.7,7.0,Open balcony,Available,Old Renovation,11.0,10.0,10.0,1707,400000.0,1,7,187,4
0,65,4,0.0,0.0,5.0,64.0,2.0,1.0,2.75,4.0,Closed balcony,Available,Major Renovation,11.0,10.0,10.0,579,200000.0,1,7,187,4
1,41,3,0.0,1.0,9.0,46.0,1.0,1.0,2.7,9.0,Closed balcony,By agreement,Partial Renovation,12.0,10.0,10.0,1842,320000.0,1,7,187,4
1,62,3,0.0,1.0,16.0,52.0,2.0,1.0,2.7,16.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,2732,250000.0,1,7,187,4
1,33,2,1.0,1.0,16.0,64.0,3.0,1.0,2.8,3.0,Open balcony,Available,Euro Renovation,11.0,10.0,12.0,2738,40000.0,0,7,187,4
1,30,4,0.0,0.0,5.0,90.0,3.0,1.0,2.8,4.0,Closed balcony,Available,Major Renovation,11.0,10.0,12.0,3718,1800.0,1,7,187,4
0,66,4,0.0,0.0,4.0,70.0,3.0,1.0,3.0,2.0,Closed balcony,Available,Major Renovation,11.0,10.0,12.0,4529,1000.0,1,7,187,4
0,65,3,0.0,1.0,9.0,75.0,3.0,1.0,2.75,8.0,Closed balcony,Available,Euro Renovation,11.0,12.0,10.0,2739,250000.0,1,7,187,4
0,51,4,0.0,0.0,5.0,70.0,3.0,1.0,2.75,2.0,Open balcony,Available,Partial Renovation,11.0,10.0,10.0,39,250000.0,1,7,187,4
0,19,3,0.0,1.0,14.0,67.0,3.0,1.0,2.8,2.0,Open balcony,Not available,Partial Renovation,11.0,10.0,10.0,2738,300000.0,1,7,187,4
1,19,3,0.0,1.0,9.0,75.0,3.0,1.0,2.75,5.0,Multiple balconies,Available,Euro Renovation,11.0,10.0,10.0,1003,220000.0,1,7,187,4
1,37,4,0.0,0.0,5.0,35.0,1.0,1.0,3.0,2.0,Not available,Available,Euro Renovation,11.0,10.0,12.0,2148,1000.0,1,7,187,4
1,21,2,1.0,1.0,14.0,60.0,2.0,1.0,3.0,1.0,Not available,,Major Renovation,11.0,10.0,11.0,338,480000.0,1,7,187,4
0,60,3,0.0,1.0,9.0,90.0,3.0,1.0,2.8,6.0,Open balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,827,350000.0,1,7,187,4
1,57,3,0.0,1.0,9.0,95.0,3.0,1.0,2.8,6.0,Open balcony,Available,Major Renovation,12.0,10.0,12.0,459,480000.0,1,7,187,4
1,20,4,0.0,0.0,4.0,50.0,2.0,1.0,2.8,4.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,1068,350000.0,1,7,187,4
1,33,2,1.0,1.0,6.0,115.0,3.0,1.0,3.2,1.0,Not available,Available,Major Renovation,12.0,10.0,10.0,2738,750000.0,1,7,187,4
0,27,3,0.0,1.0,16.0,50.0,1.0,1.0,2.75,6.0,Multiple balconies,Available,Cosmetic Renovation,11.0,10.0,10.0,211,270000.0,1,7,187,4
1,66,4,0.0,1.0,6.0,60.0,2.0,1.0,3.0,3.0,Not available,Available,Euro Renovation,11.0,10.0,11.0,581,16000.0,0,7,187,4
0,48,3,0.0,1.0,9.0,42.0,2.0,1.0,2.8,4.0,Open balcony,,Major Renovation,11.0,11.0,10.0,2733,1200.0,1,7,187,4
0,54,2,1.0,1.0,10.0,97.0,4.0,1.0,2.75,9.0,Open balcony,Available,Major Renovation,11.0,10.0,12.0,3403,600000.0,1,7,187,4
1,48,3,0.0,1.0,9.0,70.0,2.0,1.0,2.75,4.0,Not available,Available,Euro Renovation,10.0,10.0,10.0,233,270000.0,1,7,187,4
0,59,2,1.0,1.0,13.0,52.0,2.0,1.0,3.2,11.0,Open balcony,Available,Designer Renovation,10.0,10.0,10.0,3333,290000.0,1,7,187,4
1,38,3,0.0,1.0,14.0,70.0,3.0,1.0,2.8,10.0,Closed balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,2844,200000.0,1,7,187,4
1,69,2,1.0,1.0,15.0,70.0,2.0,1.0,3.0,13.0,Open balcony,Available,Major Renovation,11.0,12.0,10.0,3734,500000.0,1,7,187,4
1,37,4,0.0,0.0,5.0,80.0,3.0,3.0,2.75,1.0,Closed balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,641,600.0,1,7,187,4
0,50,4,0.0,0.0,2.0,45.0,2.0,1.0,2.8,1.0,Not available,,Major Renovation,10.0,10.0,11.0,2743,200000.0,1,7,187,4
1,31,3,0.0,1.0,9.0,45.0,1.0,1.0,2.8,3.0,Not available,Available,Major Renovation,10.0,10.0,10.0,1101,1200.0,1,7,187,4
0,48,2,0.0,1.0,11.0,60.0,2.0,1.0,2.8,1.0,Open balcony,Available,Old Renovation,11.0,10.0,10.0,2733,200000.0,1,7,187,4
1,36,2,1.0,1.0,11.0,120.0,3.0,1.0,2.8,10.0,Open balcony,,Designer Renovation,11.0,10.0,10.0,2163,2500.0,1,7,187,4
1,50,2,1.0,1.0,18.0,145.0,4.0,2.0,2.8,15.0,Multiple balconies,,Major Renovation,11.0,10.0,10.0,2731,4000.0,1,7,187,4
0,40,2,1.0,1.0,18.0,38.0,1.0,1.0,2.8,4.0,Not available,,Major Renovation,11.0,10.0,10.0,2790,1600.0,1,7,187,4
1,48,2,1.0,1.0,14.0,65.0,3.0,1.0,3.0,13.0,Open balcony,,Major Renovation,11.0,10.0,10.0,678,1900.0,1,7,187,4
1,55,2,1.0,1.0,14.0,60.0,2.0,1.0,3.0,6.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2790,1800.0,1,7,187,4
1,69,3,0.0,1.0,12.0,65.0,2.0,1.0,2.8,10.0,Not available,,Major Renovation,11.0,10.0,10.0,2790,1500.0,1,7,187,4
0,51,3,0.0,1.0,14.0,75.0,3.0,1.0,2.75,5.0,Open balcony,,Cosmetic Renovation,11.0,10.0,10.0,1024,300000.0,1,7,187,4
0,40,4,0.0,0.0,4.0,45.0,2.0,1.0,2.8,2.0,Not available,,Cosmetic Renovation,11.0,10.0,10.0,2719,250000.0,1,7,187,4
0,45,4,0.0,0.0,2.0,90.0,3.0,1.0,2.75,1.0,Not available,,Major Renovation,11.0,10.0,10.0,2739,1300.0,1,7,187,4
1,40,2,1.0,1.0,23.0,96.0,3.0,1.0,2.8,17.0,Open balcony,,Major Renovation,10.0,10.0,10.0,2644,100.0,0,7,187,4
1,62,3,0.0,1.0,10.0,85.0,1.0,1.0,2.8,9.0,Not available,,Major Renovation,11.0,10.0,10.0,2555,2300.0,1,7,187,4
0,55,4,0.0,0.0,4.0,76.0,3.0,1.0,2.8,4.0,Closed balcony,,No Renovation,11.0,10.0,10.0,419,300000.0,1,7,187,4
0,26,2,1.0,0.0,4.0,107.0,4.0,2.0,2.75,2.0,Not available,,Major Renovation,11.0,10.0,10.0,419,850.0,1,7,187,4
0,23,3,0.0,1.0,10.0,100.0,3.0,1.0,2.75,6.0,Closed balcony,,Major Renovation,11.0,10.0,10.0,2819,700000.0,1,7,187,4
1,40,4,0.0,0.0,5.0,90.0,2.0,1.0,2.75,1.0,Not available,,Major Renovation,11.0,10.0,10.0,1665,330000.0,1,7,187,4
0,53,2,1.0,1.0,18.0,70.0,3.0,1.0,3.0,12.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2733,1000.0,1,7,187,4
1,26,4,0.0,0.0,4.0,100.0,3.0,1.0,2.7,2.0,Not available,,Partial Renovation,11.0,10.0,10.0,1232,320000.0,1,7,187,4
0,62,2,1.0,1.0,18.0,77.0,2.0,1.0,3.0,15.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2731,1700.0,1,7,187,4
0,62,3,0.0,1.0,10.0,42.0,2.0,1.0,2.8,9.0,Closed balcony,,Major Renovation,11.0,11.0,10.0,2738,1000.0,1,7,187,4
0,34,3,0.0,1.0,9.0,88.0,4.0,1.0,2.75,8.0,Open balcony,,Cosmetic Renovation,11.0,10.0,10.0,141,230000.0,1,7,187,4
0,35,3,0.0,1.0,14.0,70.0,2.0,1.0,2.75,10.0,Not available,,Major Renovation,11.0,10.0,12.0,2678,400000.0,1,7,187,4
1,65,4,0.0,0.0,4.0,30.0,1.0,1.0,2.75,3.0,Open balcony,,Major Renovation,11.0,10.0,10.0,1348,250000.0,1,7,187,4
0,37,4,0.0,0.0,4.0,30.0,1.0,1.0,2.75,3.0,Open balcony,,Major Renovation,11.0,10.0,10.0,1491,20000.0,0,7,187,4
0,27,3,0.0,1.0,9.0,45.0,2.0,1.0,2.8,8.0,Not available,,Major Renovation,11.0,10.0,10.0,2739,400000.0,1,7,187,4
1,67,4,0.0,0.0,2.0,95.0,4.0,1.0,2.75,2.0,Not available,,Major Renovation,11.0,10.0,10.0,2015,400000.0,1,7,187,4
1,65,4,0.0,0.0,5.0,78.0,3.0,1.0,2.8,3.0,Not available,,Major Renovation,11.0,10.0,10.0,2738,400000.0,1,7,187,4
1,41,4,0.0,0.0,5.0,44.0,2.0,1.0,2.75,3.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2719,270000.0,1,7,187,4
0,63,4,0.0,0.0,5.0,78.0,3.0,1.0,2.8,3.0,Not available,,Major Renovation,10.0,10.0,10.0,2460,400000.0,1,7,187,4
1,26,4,0.0,0.0,4.0,70.0,2.0,1.0,2.75,2.0,Open balcony,,Major Renovation,11.0,10.0,12.0,1749,1500.0,1,7,187,4
0,47,3,0.0,1.0,9.0,75.0,3.0,1.0,3.0,2.0,Open balcony,Available,Major Renovation,11.0,10.0,12.0,1348,600000.0,1,7,187,4
0,62,3,0.0,1.0,9.0,95.0,3.0,1.0,3.0,2.0,Closed balcony,,Major Renovation,0.0,0.0,0.0,2790,630000.0,1,7,187,4
0,57,4,0.0,0.0,5.0,30.0,1.0,1.0,2.8,1.0,Not available,,Major Renovation,11.0,10.0,12.0,944,700.0,1,7,187,4
1,31,3,0.0,1.0,11.0,70.0,2.0,1.0,2.8,6.0,Not available,,Major Renovation,11.0,10.0,10.0,2790,2000.0,1,7,187,4
0,55,2,1.0,1.0,11.0,105.0,3.0,2.0,3.0,9.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2790,3000.0,1,7,187,4
0,63,2,1.0,1.0,11.0,90.0,3.0,1.0,3.0,7.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2790,3000.0,1,7,187,4
1,22,4,0.0,0.0,4.0,70.0,2.0,1.0,3.0,2.0,Open balcony,,Major Renovation,11.0,10.0,10.0,469,1800.0,1,7,187,4
1,19,2,1.0,1.0,12.0,90.0,3.0,2.0,3.0,8.0,Open balcony,,Major Renovation,11.0,10.0,12.0,2790,2200.0,1,7,187,4
0,64,4,0.0,0.0,5.0,90.0,2.0,1.0,2.8,1.0,Not available,,Major Renovation,0.0,0.0,0.0,1665,500000.0,1,7,187,4
0,43,2,1.0,1.0,12.0,60.0,2.0,1.0,3.0,5.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,3456,480000.0,1,7,187,4
0,49,2,1.0,1.0,12.0,70.0,3.0,1.0,3.0,2.0,Open balcony,,Major Renovation,11.0,10.0,10.0,353,1500.0,1,7,187,4
1,57,3,0.0,1.0,14.0,100.0,3.0,1.0,2.75,12.0,Closed balcony,,Major Renovation,11.0,10.0,10.0,1104,350000.0,1,7,187,4
1,39,2,1.0,1.0,10.0,75.0,3.0,1.0,2.8,8.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2412,2500.0,1,7,187,4
0,70,2,1.0,1.0,9.0,105.0,3.0,1.0,3.0,3.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2555,1300.0,1,7,187,4
0,37,2,1.0,1.0,16.0,65.0,2.0,1.0,2.75,9.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,4549,2000.0,1,7,187,4
0,27,2,1.0,1.0,19.0,101.0,3.0,1.0,2.75,13.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,4549,3500.0,1,7,187,4
0,61,3,0.0,1.0,9.0,60.0,2.0,1.0,2.8,5.0,Closed balcony,Available,Designer Renovation,11.0,10.0,10.0,3730,450000.0,1,7,187,4
1,64,2,1.0,1.0,9.0,43.0,2.0,1.0,3.0,5.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,4209,2500.0,1,7,187,4
1,51,2,1.0,1.0,11.0,120.0,3.0,2.0,3.0,10.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,2738,270.0,0,7,187,4
0,22,2,1.0,1.0,7.0,52.0,2.0,1.0,3.0,5.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,4471,2000.0,1,7,187,4
1,19,3,0.0,1.0,9.0,50.0,2.0,1.0,2.75,6.0,Not available,Available,Major Renovation,11.0,11.0,10.0,1955,250000.0,1,7,187,4
1,33,3,0.0,1.0,9.0,68.0,2.0,1.0,2.8,2.0,Not available,Available,Old Renovation,11.0,10.0,10.0,389,200000.0,1,7,187,4
1,59,2,1.0,1.0,12.0,50.0,2.0,1.0,3.0,11.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,211,1000000.0,1,7,187,4
0,35,2,1.0,1.0,12.0,100.0,3.0,2.0,3.0,11.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,211,1200000.0,1,7,187,4
0,31,2,1.0,1.0,12.0,100.0,3.0,2.0,3.0,11.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,211,1200000.0,1,7,187,4
1,23,3,0.0,1.0,14.0,80.0,3.0,1.0,2.75,14.0,Closed balcony,Available,Old Renovation,12.0,10.0,10.0,2844,150000.0,1,7,187,4
0,35,2,1.0,1.0,14.0,57.0,2.0,1.0,3.0,7.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,2230,450000.0,1,7,187,4
1,19,3,0.0,1.0,9.0,65.0,3.0,1.0,2.75,5.0,Not available,Available,Major Renovation,11.0,10.0,10.0,141,250000.0,1,7,187,4
1,23,2,1.0,1.0,11.0,98.0,3.0,2.0,2.75,8.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,4209,2100.0,1,7,187,4
1,18,3,0.0,1.0,9.0,67.0,3.0,1.0,2.75,4.0,Not available,Available,Cosmetic Renovation,11.0,10.0,10.0,1955,250000.0,1,7,187,4
0,41,3,0.0,1.0,9.0,90.0,4.0,1.0,2.75,8.0,Not available,Available,Cosmetic Renovation,11.0,10.0,10.0,1840,300000.0,1,7,187,4
1,41,3,0.0,1.0,9.0,75.0,3.0,1.0,2.8,3.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2735,600000.0,1,7,187,4
0,66,4,0.0,0.0,5.0,76.0,3.0,1.0,2.8,3.0,Multiple balconies,,Major Renovation,0.0,0.0,0.0,1333,300000.0,1,7,187,4
0,65,2,0.0,1.0,14.0,95.0,3.0,1.0,3.0,10.0,Not available,,Designer Renovation,0.0,0.0,0.0,1348,1100.0,1,7,187,4
0,67,4,1.0,1.0,12.0,87.0,3.0,2.0,2.75,10.0,Not available,Available,Major Renovation,11.0,11.0,10.0,2866,500000.0,1,7,187,4
0,19,2,1.0,1.0,6.0,77.0,3.0,2.0,3.0,4.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,1133,1400.0,1,7,187,4
0,55,4,0.0,0.0,5.0,90.0,3.0,1.0,2.8,3.0,Closed balcony,Available,Cosmetic Renovation,11.0,12.0,10.0,2733,400000.0,1,7,187,4
0,62,3,0.0,1.0,9.0,69.0,3.0,1.0,2.7,7.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2042,1500.0,1,7,187,4
0,45,4,0.0,0.0,6.0,85.0,3.0,1.0,2.75,4.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,2737,399000.0,1,7,187,4
0,31,2,0.0,1.0,12.0,270.0,3.0,2.0,2.8,12.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,2196,2100.0,1,7,187,4
1,61,4,0.0,0.0,5.0,80.0,4.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,11.0,10.0,11.0,185,35000.0,0,7,187,4
0,25,2,0.0,1.0,11.0,90.0,3.0,2.0,2.8,6.0,Multiple balconies,Available,Major Renovation,11.0,11.0,12.0,2779,35000.0,0,7,187,4
1,59,4,1.0,0.0,3.0,60.0,2.0,1.0,2.8,2.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,2741,160000.0,1,7,187,4
1,28,2,0.0,1.0,11.0,110.0,3.0,2.0,2.8,9.0,Multiple balconies,Available,Major Renovation,11.0,10.0,11.0,195,35000.0,0,7,187,4
0,53,3,1.0,1.0,4.0,60.0,3.0,1.0,2.6,4.0,Not available,,Cosmetic Renovation,11.0,10.0,10.0,408,500000.0,1,7,187,4
0,33,2,1.0,1.0,15.0,60.0,2.0,1.0,3.0,14.0,Open balcony,Available,Designer Renovation,10.0,10.0,11.0,3768,600000.0,1,7,187,4
1,54,3,0.0,1.0,14.0,50.0,2.0,1.0,2.75,11.0,Closed balcony,Available,Old Renovation,11.0,11.0,10.0,1024,160000.0,1,7,187,4
0,26,4,0.0,0.0,5.0,120.0,4.0,1.0,3.0,2.0,Not available,,Designer Renovation,11.0,11.0,11.0,2150,37000.0,0,7,187,4
0,51,3,1.0,1.0,16.0,30.0,1.0,1.0,3.0,13.0,Not available,,Designer Renovation,11.0,11.0,11.0,674,40000.0,0,7,187,4
0,36,2,1.0,1.0,10.0,68.0,2.0,1.0,3.0,6.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,2662,2000.0,1,7,187,4
1,29,4,0.0,0.0,5.0,120.0,4.0,2.0,3.0,2.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,2217,2200.0,1,7,187,4
1,22,3,0.0,1.0,9.0,73.0,3.0,1.0,2.75,4.0,Closed balcony,Available,Old Renovation,11.0,11.0,10.0,2834,240000.0,1,7,187,4
0,31,4,0.0,0.0,5.0,43.0,2.0,1.0,2.7,3.0,Closed balcony,Not available,Old Renovation,11.0,10.0,10.0,575,130000.0,1,7,187,4
1,32,4,0.0,0.0,4.0,78.0,2.0,1.0,3.2,3.0,Open balcony,Available,Euro Renovation,10.0,10.0,10.0,2738,1200.0,1,7,187,4
0,33,3,0.0,0.0,5.0,50.0,2.0,1.0,2.6,3.0,Closed balcony,Available,Major Renovation,11.0,12.0,10.0,1729,250000.0,1,7,187,4
0,68,4,0.0,0.0,5.0,70.0,3.0,1.0,3.0,2.0,Closed balcony,Available,Partial Renovation,11.0,12.0,10.0,1942,130000.0,1,7,187,4
1,57,3,0.0,0.0,4.0,54.0,2.0,1.0,2.8,3.0,Closed balcony,By agreement,Cosmetic Renovation,11.0,10.0,10.0,1814,250000.0,1,7,187,4
1,40,4,1.0,0.0,1.0,40.0,1.0,1.0,2.75,1.0,Not available,,Major Renovation,0.0,0.0,0.0,2739,220000.0,1,7,187,4
1,23,2,1.0,0.0,4.0,76.0,3.0,2.0,2.8,2.0,Not available,Available,Designer Renovation,11.0,10.0,10.0,4147,600.0,1,7,187,4
1,53,4,0.0,0.0,4.0,80.0,3.0,1.0,2.8,2.0,Closed balcony,Available,Major Renovation,11.0,10.0,10.0,1190,280000.0,1,7,187,4
0,41,4,0.0,0.0,5.0,92.0,3.0,1.0,3.0,2.0,Multiple balconies,,Designer Renovation,11.0,11.0,10.0,1665,2500.0,1,7,187,4
1,53,2,1.0,1.0,8.0,76.0,2.0,1.0,3.0,2.0,Open balcony,,Major Renovation,11.0,10.0,10.0,2733,1500.0,1,7,187,4
0,50,4,0.0,0.0,5.0,113.0,3.0,2.0,2.75,5.0,Open balcony,Available,Major Renovation,10.0,10.0,10.0,2217,1900.0,1,7,187,4
1,55,4,0.0,0.0,5.0,75.0,3.0,1.0,2.8,2.0,Not available,Available,Cosmetic Renovation,11.0,10.0,10.0,1472,300000.0,1,7,187,4
0,32,4,0.0,0.0,5.0,89.0,3.0,1.0,2.8,5.0,Multiple balconies,Available,Major Renovation,11.0,10.0,10.0,1665,500000.0,1,7,187,4
1,63,3,0.0,1.0,9.0,50.0,2.0,1.0,2.7,4.0,Not available,Available,Major Renovation,11.0,10.0,10.0,2758,1100.0,1,7,187,4
0,26,4,0.0,0.0,5.0,33.0,1.0,1.0,2.7,3.0,Open balcony,Available,Partial Renovation,10.0,10.0,10.0,2390,50000.0,1,7,187,4
0,62,3,0.0,1.0,10.0,74.0,2.0,1.0,3.2,4.0,Open balcony,Available,Partial Renovation,11.0,10.0,10.0,797,350000.0,1,7,187,4
0,67,2,1.0,1.0,11.0,75.0,3.0,2.0,3.0,9.0,Open balcony,Available,Designer Renovation,11.0,11.0,10.0,211,1400.0,1,7,187,4
0,49,2,1.0,1.0,18.0,45.0,2.0,1.0,3.0,4.0,Open balcony,Available,Designer Renovation,11.0,11.0,10.0,2790,1100.0,1,7,187,4
1,19,2,1.0,1.0,8.0,65.0,2.0,1.0,3.0,6.0,Open balcony,Available,Designer Renovation,11.0,11.0,10.0,1883,1000.0,1,7,187,4
1,68,2,1.0,1.0,17.0,48.0,2.0,1.0,3.0,7.0,Open balcony,Available,Designer Renovation,11.0,11.0,10.0,1348,1100.0,1,7,187,4
1,64,3,0.0,1.0,10.0,110.0,3.0,1.0,2.8,1.0,Closed balcony,,Major Renovation,11.0,11.0,10.0,650,350000.0,1,7,187,4
0,53,4,0.0,0.0,5.0,35.0,1.0,1.0,2.75,3.0,Closed balcony,Available,Cosmetic Renovation,11.0,11.0,10.0,2242,300000.0,1,7,187,4
0,24,3,0.0,1.0,9.0,80.0,3.0,1.0,2.7,9.0,Closed balcony,Available,Partial Renovation,11.0,10.0,10.0,2736,220000.0,1,7,187,4
0,23,2,1.0,1.0,8.0,100.0,3.0,1.0,2.75,5.0,Multiple balconies,Available,Major Renovation,11.0,11.0,10.0,4211,550000.0,1,7,187,4
0,32,2,1.0,1.0,8.0,103.0,3.0,2.0,3.0,5.0,Open balcony,,Designer Renovation,11.0,10.0,10.0,3032,750000.0,1,7,187,4
1,31,4,0.0,0.0,5.0,50.0,1.0,1.0,2.8,3.0,Closed balcony,Not available,Partial Renovation,11.0,10.0,10.0,1438,200000.0,1,7,187,4
1,52,4,0.0,0.0,5.0,50.0,1.0,1.0,2.7,1.0,Closed balcony,Available,Old Renovation,10.0,10.0,10.0,2691,7000.0,0,7,187,4
1,42,3,0.0,1.0,16.0,95.0,3.0,1.0,2.7,14.0,Closed balcony,Available,Cosmetic Renovation,11.0,11.0,10.0,2119,270000.0,1,7,187,4
1,35,4,0.0,0.0,5.0,100.0,3.0,1.0,2.7,1.0,Closed balcony,,Euro Renovation,0.0,0.0,0.0,2733,400000.0,1,7,187,4
0,34,4,1.0,1.0,13.0,100.0,3.0,1.0,3.0,8.0,Open balcony,,Major Renovation,11.0,10.0,10.0,1024,800000.0,1,7,187,4
1,25,4,0.0,0.0,5.0,68.0,2.0,1.0,2.5,1.0,Closed balcony,Available,Cosmetic Renovation,11.0,11.0,10.0,4261,180000.0,1,7,187,4
0,37,4,0.0,0.0,5.0,60.0,2.0,1.0,2.7,5.0,Open balcony,Available,Cosmetic Renovation,11.0,12.0,10.0,2743,300000.0,1,7,187,4
1,49,4,0.0,0.0,5.0,90.0,3.0,1.0,2.8,3.0,Not available,Available,Major Renovation,11.0,10.0,10.0,3998,380000.0,1,7,187,4
0,59,3,0.0,1.0,16.0,98.0,3.0,1.0,3.0,5.0,Multiple balconies,Available,Cosmetic Renovation,12.0,12.0,10.0,521,450000.0,1,7,187,4
1,63,3,0.0,1.0,9.0,80.0,2.0,1.0,2.8,2.0,Multiple balconies,Available,Cosmetic Renovation,11.0,10.0,10.0,2850,250000.0,1,7,187,4
1,32,4,0.0,0.0,1.0,70.0,3.0,1.0,2.8,1.0,Open balcony,Available,Cosmetic Renovation,11.0,12.0,10.0,131,150000.0,1,7,187,4
1,37,4,0.0,0.0,5.0,48.0,2.0,1.0,2.75,4.0,Multiple balconies,Available,Euro Renovation,11.0,11.0,10.0,2941,250000.0,1,7,187,4
1,60,4,0.0,0.0,5.0,55.0,2.0,1.0,2.8,2.0,Open balcony,Available,Euro Renovation,11.0,11.0,12.0,223,20000.0,0,7,187,4
0,26,3,0.0,1.0,9.0,92.0,3.0,2.0,2.8,1.0,Closed balcony,By agreement,Euro Renovation,11.0,10.0,10.0,287,350000.0,1,7,187,4
0,41,4,0.0,0.0,4.0,25.0,1.0,1.0,3.2,3.0,Not available,Available,Designer Renovation,11.0,10.0,10.0,2644,400000.0,1,7,187,4
0,60,3,0.0,1.0,10.0,63.0,2.0,1.0,2.8,10.0,Not available,Available,Major Renovation,11.0,10.0,10.0,3993,300000.0,1,7,187,4
1,70,2,1.0,1.0,14.0,68.0,3.0,1.0,2.8,2.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,326,900.0,1,7,187,4
0,28,4,0.0,1.0,5.0,35.0,1.0,1.0,3.0,3.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,2644,450000.0,1,7,187,4
1,24,4,0.0,0.0,4.0,65.0,2.0,1.0,2.8,3.0,Not available,Available,Major Renovation,11.0,10.0,10.0,2717,280000.0,1,7,187,4
0,23,3,0.0,0.0,5.0,45.0,2.0,1.0,2.7,4.0,Not available,Available,Major Renovation,11.0,10.0,10.0,3287,350000.0,1,7,187,4
1,66,3,0.0,0.0,4.0,58.0,2.0,1.0,2.75,4.0,Closed balcony,Available,Cosmetic Renovation,11.0,12.0,10.0,23,250000.0,1,7,187,4
0,34,4,0.0,0.0,5.0,75.0,3.0,2.0,3.2,3.0,Open balcony,By agreement,Cosmetic Renovation,11.0,10.0,12.0,122,175.0,0,7,187,4
0,36,4,0.0,0.0,4.0,93.0,2.0,1.0,2.6,3.0,Closed balcony,Available,Major Renovation,11.0,11.0,10.0,1414,400000.0,1,7,187,4
1,22,4,0.0,0.0,5.0,65.0,2.0,1.0,3.0,4.0,Multiple balconies,Available,Major Renovation,11.0,10.0,10.0,1348,350000.0,1,7,187,4
0,33,4,0.0,0.0,5.0,52.0,2.0,1.0,3.0,4.0,Not available,Available,Major Renovation,11.0,10.0,10.0,1802,1200.0,1,7,187,4
0,21,3,0.0,1.0,9.0,70.0,2.0,1.0,2.7,6.0,Not available,Available,Euro Renovation,11.0,12.0,10.0,2644,1000.0,1,7,187,4
0,41,4,0.0,0.0,5.0,55.0,2.0,1.0,3.0,4.0,Not available,,Designer Renovation,0.0,0.0,0.0,1272,1200.0,1,7,187,4
1,58,2,1.0,1.0,7.0,95.0,3.0,1.0,3.0,6.0,Open balcony,Available,Designer Renovation,11.0,12.0,10.0,2163,2000.0,1,7,187,4
0,41,2,1.0,1.0,9.0,60.0,2.0,1.0,3.0,5.0,Not available,Available,Designer Renovation,11.0,10.0,10.0,2412,1700.0,1,7,187,4
