Gender,Age,Construction_type,New_construction,Elevator,Floors_in_the_building,Floor_area,Number_of_rooms,Number_of_bathrooms,Ceiling_height,Floor,Balcony,Furniture,Renovation,Children_are_welcome,Pets_allowed,Utility_payments,Address,Price,Duration,amenities,appliances,parking
0,53,8,0.0,1.0,16.0,70.0,3.0,2.0,3.0,13.0,multiple_balconies,1,cosmetic_renovation,1.0,2.0,0.0,570,230000.0,1,14,-1,-1
0,41,9,0.0,0.0,4.0,48.0,2.0,1.0,3.2,2.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2426,300000.0,1,10,78,5
0,27,8,1.0,1.0,14.0,98.0,4.0,1.0,3.2,12.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1024,500000.0,1,-1,-1,-1
1,56,7,0.0,1.0,4.0,103.0,3.0,2.0,3.5,3.0,0,partial_furniture,designer_renovation,1.0,0.0,0.0,419,550000.0,1,12,143,0
1,24,8,0.0,1.0,14.0,60.0,2.0,1.0,3.5,12.0,0,1,major_renovation,1.0,0.0,0.0,1048,430000.0,1,12,78,5
0,54,7,0.0,1.0,14.0,74.0,3.0,1.0,2.8,10.0,closed_balcony,1,major_renovation,2.0,0.0,0.0,3373,250000.0,1,15,153,5
0,41,7,1.0,1.0,15.0,93.0,3.0,1.0,3.0,8.0,open_balcony,partial_furniture,euro_renovation,1.0,1.0,0.0,2733,410000.0,1,14,165,-1
1,35,7,0.0,0.0,4.0,34.0,1.0,1.0,2.6,4.0,open_balcony,2,old_renovation,1.0,0.0,0.0,645,160000.0,1,9,173,-1
0,21,9,0.0,1.0,6.0,125.0,3.0,1.0,3.2,6.0,open_balcony,1,major_renovation,1.0,1.0,0.0,4080,2000.0,1,12,106,5
1,59,7,1.0,1.0,18.0,41.0,2.0,1.0,3.0,3.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2790,1450.0,1,-1,-1,-1
1,66,7,0.0,1.0,10.0,98.0,3.0,2.0,2.8,3.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1989,1200.0,1,10,8,5
0,24,9,0.0,0.0,1.0,70.0,4.0,1.0,3.5,1.0,closed_balcony,2,major_renovation,1.0,2.0,0.0,4391,400000.0,1,15,159,5
0,26,9,0.0,0.0,1.0,70.0,3.0,1.0,3.5,1.0,closed_balcony,1,major_renovation,1.0,2.0,0.0,4391,450000.0,1,15,167,5
0,25,7,1.0,1.0,5.0,60.0,2.0,1.0,3.0,2.0,0,1,major_renovation,1.0,2.0,0.0,2760,450000.0,1,11,127,-1
0,54,9,1.0,0.0,3.0,45.0,2.0,1.0,3.0,1.0,0,1,major_renovation,2.0,0.0,0.0,2736,150000.0,1,4,167,5
0,34,7,1.0,0.0,4.0,90.0,3.0,1.0,2.6,2.0,open_balcony,1,designer_renovation,0.0,0.0,0.0,3639,330000.0,1,-1,159,5
1,32,9,0.0,0.0,5.0,80.0,3.0,1.0,2.8,5.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1348,480000.0,1,-1,-1,-1
1,27,7,1.0,1.0,15.0,46.0,2.0,1.0,2.8,12.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2611,450000.0,1,12,123,5
1,24,7,1.0,1.0,16.0,60.0,2.0,1.0,3.0,10.0,0,1,euro_renovation,1.0,1.0,1.0,311,25000.0,0,12,127,6
0,20,7,1.0,1.0,12.0,60.0,2.0,1.0,3.0,11.0,multiple_balconies,1,designer_renovation,1.0,1.0,0.0,2998,1000.0,1,11,170,6
1,48,9,0.0,0.0,5.0,46.0,1.0,1.0,2.8,4.0,0,,major_renovation,1.0,1.0,1.0,2360,18000.0,0,-1,-1,-1
0,19,9,0.0,0.0,5.0,70.0,3.0,2.0,2.75,1.0,closed_balcony,1,euro_renovation,1.0,0.0,2.0,451,450000.0,1,2,170,0
1,58,8,0.0,1.0,12.0,55.0,2.0,1.0,2.8,6.0,0,,euro_renovation,11.0,10.0,10.0,211,22000.0,0,-1,-1,-1
1,63,9,0.0,0.0,1.0,70.0,3.0,2.0,2.75,1.0,0,1,euro_renovation,1.0,0.0,2.0,451,15000.0,0,2,166,0
0,32,7,1.0,1.0,14.0,80.0,3.0,2.0,3.0,9.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,3935,1400.0,1,12,170,5
1,65,8,0.0,0.0,5.0,70.0,3.0,1.0,2.5,4.0,closed_balcony,1,cosmetic_renovation,1.0,1.0,0.0,1730,250000.0,1,9,167,5
0,54,8,0.0,0.0,5.0,160.0,4.0,2.0,3.0,3.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,1197,2000.0,1,-1,-1,-1
1,59,9,0.0,0.0,5.0,55.0,2.0,1.0,3.0,3.0,closed_balcony,,major_renovation,11.0,10.0,10.0,756,250000.0,1,-1,-1,-1
1,42,8,0.0,1.0,9.0,70.0,3.0,1.0,2.8,8.0,closed_balcony,0,old_renovation,1.0,0.0,2.0,2739,160000.0,1,-1,-1,5
1,63,9,0.0,0.0,4.0,30.0,1.0,1.0,2.7,4.0,open_balcony,1,euro_renovation,0.0,0.0,1.0,1074,15000.0,0,11,127,-1
1,51,7,1.0,1.0,12.0,50.0,2.0,1.0,2.8,2.0,0,1,cosmetic_renovation,1.0,2.0,0.0,1913,250000.0,1,15,170,5
0,66,9,0.0,0.0,5.0,55.0,2.0,1.0,3.0,2.0,closed_balcony,,old_renovation,1.0,1.0,0.0,1129,160000.0,1,-1,-1,-1
0,29,9,0.0,0.0,5.0,55.0,2.0,1.0,2.8,3.0,closed_balcony,,major_renovation,11.0,10.0,10.0,1806,22000.0,0,-1,-1,-1
1,68,9,0.0,0.0,5.0,70.0,3.0,2.0,2.8,2.0,closed_balcony,1,major_renovation,1.0,1.0,0.0,1331,290000.0,1,-1,-1,-1
0,52,7,1.0,0.0,3.0,48.0,1.0,1.0,2.6,3.0,0,1,euro_renovation,2.0,2.0,2.0,3113,250000.0,1,4,78,-1
0,47,8,0.0,1.0,9.0,48.0,2.0,1.0,2.8,4.0,closed_balcony,,cosmetic_renovation,1.0,1.0,2.0,231,180000.0,1,-1,-1,-1
1,18,8,0.0,1.0,9.0,55.0,2.0,1.0,3.0,6.0,0,,major_renovation,11.0,10.0,10.0,1806,24000.0,0,-1,-1,-1
0,23,8,0.0,1.0,9.0,50.0,2.0,1.0,2.8,2.0,0,1,cosmetic_renovation,1.0,0.0,0.0,4108,180000.0,1,-1,-1,-1
1,55,9,0.0,0.0,5.0,50.0,2.0,1.0,2.8,3.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,1256,500000.0,1,1,-1,5
0,61,5,1.0,0.0,3.0,55.0,1.0,1.0,2.8,2.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,3043,200000.0,1,11,173,-1
1,40,8,0.0,1.0,10.0,44.0,2.0,1.0,3.0,8.0,open_balcony,1,major_renovation,1.0,0.0,0.0,4527,1400.0,1,-1,-1,6
0,62,8,0.0,1.0,9.0,90.0,3.0,1.0,3.0,7.0,open_balcony,1,designer_renovation,1.0,1.0,0.0,2217,1800.0,1,-1,-1,-1
1,52,8,0.0,1.0,9.0,45.0,1.0,1.0,2.8,2.0,closed_balcony,1,partial_renovation,1.0,0.0,0.0,3595,110000.0,1,14,171,5
1,64,7,1.0,1.0,16.0,166.0,5.0,2.0,3.2,9.0,multiple_balconies,1,designer_renovation,1.0,2.0,0.0,3157,2200.0,1,-1,-1,-1
0,38,7,1.0,1.0,9.0,48.0,2.0,1.0,3.0,4.0,open_balcony,,designer_renovation,11.0,10.0,10.0,2738,800.0,1,-1,-1,-1
1,67,8,0.0,1.0,14.0,57.0,2.0,1.0,2.75,2.0,closed_balcony,1,euro_renovation,2.0,2.0,0.0,3724,280000.0,1,15,-1,5
1,39,8,0.0,1.0,9.0,100.0,3.0,1.0,2.75,8.0,open_balcony,,major_renovation,1.0,0.0,1.0,1225,25000.0,0,-1,-1,-1
1,67,7,1.0,1.0,12.0,60.0,2.0,1.0,3.0,2.0,0,1,euro_renovation,1.0,2.0,0.0,4435,1000.0,1,4,-1,6
1,50,9,0.0,0.0,4.0,130.0,4.0,2.0,3.0,4.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1545,1600.0,1,12,47,5
0,55,8,0.0,1.0,14.0,77.0,2.0,1.0,3.0,2.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,85,350000.0,1,5,115,5
1,30,7,0.0,1.0,10.0,98.0,3.0,1.0,2.8,4.0,open_balcony,1,major_renovation,2.0,0.0,0.0,4062,850.0,1,-1,-1,-1
1,18,9,0.0,0.0,5.0,72.0,3.0,1.0,3.0,2.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,163,420000.0,1,11,169,-1
0,34,9,0.0,0.0,5.0,55.0,2.0,1.0,2.75,3.0,closed_balcony,1,major_renovation,2.0,0.0,0.0,4394,350000.0,1,10,169,-1
0,19,8,0.0,1.0,9.0,100.0,2.0,1.0,2.8,9.0,0,1,cosmetic_renovation,0.0,0.0,0.0,1104,220000.0,1,-1,-1,-1
1,41,8,0.0,1.0,12.0,70.0,3.0,1.0,2.8,5.0,0,1,euro_renovation,1.0,2.0,0.0,2985,300000.0,1,1,-1,5
0,23,9,0.0,0.0,5.0,75.0,3.0,1.0,2.75,5.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1272,1000.0,1,-1,-1,-1
0,56,7,1.0,1.0,16.0,67.0,2.0,1.0,3.0,8.0,open_balcony,1,major_renovation,1.0,0.0,0.0,3352,900.0,1,-1,-1,-1
1,49,9,0.0,0.0,5.0,50.0,2.0,1.0,2.8,2.0,0,1,major_renovation,1.0,0.0,0.0,1348,350000.0,1,-1,-1,-1
0,34,9,0.0,0.0,5.0,48.0,2.0,1.0,2.8,2.0,0,1,major_renovation,1.0,0.0,0.0,1141,350000.0,1,-1,-1,-1
0,36,9,0.0,0.0,5.0,40.0,2.0,1.0,2.8,2.0,closed_balcony,1,major_renovation,0.0,0.0,0.0,1348,1000.0,1,11,127,5
0,22,7,1.0,1.0,15.0,60.0,2.0,1.0,2.8,11.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1577,650.0,1,14,127,5
1,25,8,0.0,1.0,12.0,65.0,2.0,1.0,2.8,6.0,closed_balcony,1,euro_renovation,0.0,0.0,0.0,4047,270000.0,1,11,127,5
1,65,9,0.0,0.0,5.0,40.0,1.0,1.0,2.8,3.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1348,300000.0,1,-1,127,-1
1,48,7,1.0,1.0,13.0,90.0,3.0,1.0,2.8,2.0,closed_balcony,1,major_renovation,0.0,0.0,0.0,1348,1000.0,1,11,113,5
1,30,7,0.0,1.0,12.0,65.0,3.0,1.0,2.75,9.0,0,1,euro_renovation,1.0,1.0,0.0,887,18000.0,1,11,41,5
0,34,8,0.0,1.0,14.0,74.0,2.0,1.0,2.8,8.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,1988,1000.0,1,11,127,5
1,54,9,0.0,0.0,5.0,80.0,3.0,1.0,2.8,3.0,closed_balcony,1,major_renovation,0.0,0.0,0.0,1420,300000.0,1,11,113,5
1,51,7,1.0,1.0,12.0,70.0,2.0,1.0,2.8,9.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1522,250000.0,1,14,127,-1
0,51,9,0.0,0.0,5.0,68.0,2.0,1.0,2.8,2.0,closed_balcony,1,major_renovation,2.0,0.0,0.0,3786,180000.0,1,14,126,5
0,44,8,0.0,0.0,8.0,44.0,2.0,1.0,2.8,7.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,1883,300000.0,1,11,127,5
1,49,7,1.0,1.0,18.0,70.0,3.0,1.0,2.8,13.0,multiple_balconies,1,major_renovation,1.0,1.0,0.0,1883,1000.0,1,11,142,5
1,18,9,0.0,0.0,5.0,65.0,2.0,1.0,2.8,2.0,closed_balcony,0,major_renovation,1.0,0.0,0.0,1577,250000.0,1,11,127,5
1,27,9,0.0,0.0,5.0,52.0,2.0,1.0,2.7,4.0,0,partial_furniture,euro_renovation,1.0,2.0,0.0,2484,210000.0,1,14,53,5
1,48,8,0.0,1.0,9.0,87.0,3.0,1.0,2.8,4.0,closed_balcony,1,major_renovation,0.0,0.0,0.0,2475,300000.0,1,11,127,5
1,66,9,1.0,0.0,1.0,80.0,3.0,1.0,2.8,1.0,open_balcony,0,major_renovation,0.0,0.0,0.0,2323,850.0,1,15,127,5
1,45,7,0.0,1.0,16.0,95.0,3.0,1.0,2.8,8.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1272,350000.0,1,14,127,5
1,51,8,0.0,1.0,14.0,70.0,2.0,1.0,2.8,8.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1894,300000.0,1,11,127,5
1,40,9,1.0,0.0,1.0,60.0,3.0,2.0,2.8,1.0,closed_balcony,2,major_renovation,1.0,0.0,0.0,4130,220000.0,1,-1,-1,5
1,49,9,0.0,0.0,4.0,40.0,2.0,1.0,2.8,3.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1272,350000.0,1,10,127,5
0,40,9,0.0,0.0,5.0,68.0,2.0,1.0,2.8,4.0,closed_balcony,1,cosmetic_renovation,0.0,0.0,0.0,2691,250000.0,1,14,113,5
0,51,9,0.0,0.0,5.0,67.0,2.0,1.0,2.8,2.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,1207,250000.0,1,15,111,5
1,46,7,0.0,0.0,16.0,85.0,3.0,1.0,2.8,15.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,2611,300000.0,1,11,127,5
1,43,8,0.0,1.0,9.0,58.0,2.0,1.0,2.8,7.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1348,350000.0,1,12,113,5
0,50,8,0.0,1.0,12.0,72.0,3.0,1.0,2.8,4.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,2359,700.0,1,11,111,5
1,32,9,0.0,0.0,5.0,50.0,2.0,1.0,3.0,2.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,2311,250000.0,1,11,127,-1
0,41,9,0.0,1.0,7.0,65.0,2.0,1.0,2.8,3.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,3341,300000.0,1,11,113,5
0,22,9,0.0,0.0,5.0,78.0,3.0,1.0,2.8,4.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,3599,270000.0,1,12,127,5
0,18,9,0.0,0.0,5.0,60.0,3.0,1.0,3.0,1.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,1268,1000.0,1,12,111,5
1,59,9,0.0,1.0,5.0,86.0,3.0,1.0,3.0,3.0,multiple_balconies,1,euro_renovation,1.0,0.0,2.0,3100,1100.0,1,15,166,1
0,62,9,0.0,0.0,3.0,80.0,3.0,1.0,3.0,2.0,closed_balcony,1,cosmetic_renovation,1.0,2.0,0.0,2312,300000.0,1,12,111,-1
0,32,8,1.0,1.0,17.0,127.0,3.0,1.0,2.8,14.0,closed_balcony,1,major_renovation,0.0,0.0,0.0,1577,1200.0,1,12,111,-1
0,56,9,0.0,0.0,4.0,40.0,1.0,1.0,3.0,2.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,4026,250000.0,1,12,111,5
1,35,8,0.0,1.0,9.0,130.0,4.0,1.0,2.8,6.0,closed_balcony,1,major_renovation,1.0,1.0,0.0,1894,280000.0,1,12,111,5
0,60,9,0.0,0.0,5.0,88.0,3.0,1.0,3.0,2.0,closed_balcony,1,major_renovation,1.0,1.0,0.0,1270,300000.0,1,12,111,5
0,52,9,0.0,0.0,5.0,76.0,3.0,1.0,3.0,4.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1272,300000.0,1,11,111,5
0,35,7,1.0,1.0,6.0,47.0,2.0,1.0,2.8,2.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1420,270000.0,1,12,127,5
1,39,9,1.0,0.0,3.0,65.0,3.0,1.0,2.8,3.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1919,300000.0,1,-1,127,-1
1,29,8,0.0,1.0,9.0,105.0,4.0,2.0,2.75,9.0,open_balcony,1,major_renovation,2.0,0.0,0.0,2760,600000.0,1,-1,167,-1
0,18,9,0.0,1.0,6.0,42.0,2.0,1.0,2.8,5.0,0,1,major_renovation,1.0,0.0,1.0,1806,440000.0,1,11,156,-1
1,28,9,0.0,0.0,5.0,100.0,5.0,1.0,2.8,3.0,open_balcony,0,old_renovation,2.0,2.0,1.0,2739,120000.0,1,-1,-1,-1
0,56,9,0.0,0.0,3.0,108.0,4.0,1.0,3.0,1.0,closed_balcony,1,major_renovation,1.0,1.0,1.0,946,1700.0,1,14,51,-1
1,23,9,0.0,0.0,5.0,55.0,2.0,1.0,2.7,2.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2733,330000.0,1,-1,-1,-1
1,39,9,0.0,1.0,6.0,40.0,2.0,1.0,3.0,3.0,open_balcony,,major_renovation,11.0,10.0,10.0,2135,22000.0,0,-1,-1,-1
0,52,9,0.0,0.0,5.0,72.0,2.0,1.0,2.8,1.0,0,1,euro_renovation,1.0,0.0,2.0,3088,15000.0,0,15,165,5
1,36,9,0.0,1.0,14.0,50.0,2.0,1.0,2.7,6.0,closed_balcony,1,old_renovation,1.0,0.0,0.0,3111,180000.0,1,9,176,-1
0,28,9,1.0,1.0,6.0,40.0,1.0,1.0,2.8,4.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1348,250000.0,1,11,127,5
1,54,8,0.0,1.0,12.0,73.0,2.0,1.0,2.8,1.0,closed_balcony,1,designer_renovation,1.0,0.0,0.0,1730,280000.0,1,-1,-1,-1
1,48,7,1.0,1.0,14.0,54.0,2.0,1.0,2.8,4.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,2776,1400.0,1,-1,-1,-1
0,32,7,1.0,1.0,6.0,58.0,2.0,1.0,3.0,3.0,open_balcony,1,major_renovation,1.0,2.0,0.0,2733,1550.0,1,-1,-1,-1
0,18,9,0.0,1.0,5.0,42.0,2.0,1.0,3.0,5.0,0,1,designer_renovation,1.0,0.0,1.0,129,1600.0,1,-1,-1,-1
1,70,8,0.0,1.0,14.0,95.0,3.0,1.0,2.8,5.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,3522,250000.0,1,-1,-1,-1
0,63,9,0.0,0.0,3.0,55.0,3.0,1.0,3.0,1.0,open_balcony,1,major_renovation,1.0,2.0,0.0,3268,1500.0,1,-1,-1,-1
0,61,9,0.0,0.0,5.0,44.0,1.0,1.0,2.7,3.0,closed_balcony,1,euro_renovation,0.0,0.0,0.0,1024,50.0,0,-1,-1,-1
0,28,9,0.0,0.0,5.0,86.0,2.0,2.0,3.0,2.0,0,1,major_renovation,0.0,0.0,0.0,609,350000.0,1,14,159,-1
0,46,8,0.0,1.0,10.0,75.0,3.0,1.0,2.8,7.0,0,1,euro_renovation,2.0,2.0,0.0,4442,300000.0,1,12,127,5
0,66,9,1.0,0.0,3.0,40.0,3.0,1.0,3.0,2.0,0,1,major_renovation,1.0,1.0,0.0,3792,250000.0,1,13,167,5
1,50,7,1.0,1.0,13.0,50.0,2.0,2.0,3.2,13.0,open_balcony,1,designer_renovation,2.0,0.0,0.0,2738,600000.0,1,11,127,-1
0,19,7,1.0,1.0,9.0,138.0,3.0,3.0,3.0,4.0,open_balcony,1,major_renovation,1.0,1.0,1.0,2944,30000.0,0,11,106,6
0,64,9,0.0,0.0,5.0,34.0,1.0,1.0,3.0,1.0,0,1,major_renovation,1.0,1.0,0.0,3267,200000.0,1,15,170,5
0,70,7,1.0,1.0,9.0,118.0,4.0,2.0,3.0,3.0,0,1,major_renovation,1.0,1.0,1.0,2165,28000.0,0,11,106,5
1,29,8,0.0,1.0,9.0,88.0,3.0,1.0,2.8,1.0,open_balcony,1,euro_renovation,1.0,0.0,2.0,2743,23000.0,0,15,111,-1
0,50,7,1.0,1.0,5.0,93.0,3.0,2.0,3.0,5.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,3359,1800.0,1,-1,111,8
0,31,8,0.0,1.0,9.0,50.0,1.0,1.0,2.8,1.0,closed_balcony,1,euro_renovation,1.0,0.0,1.0,1844,15000.0,0,11,76,-1
0,54,7,1.0,1.0,15.0,126.0,4.0,2.0,3.0,9.0,multiple_balconies,1,major_renovation,1.0,2.0,0.0,4412,2000.0,1,10,153,5
0,67,9,0.0,0.0,5.0,32.0,1.0,1.0,2.75,3.0,open_balcony,1,partial_renovation,1.0,0.0,0.0,1348,170000.0,1,-1,-1,-1
0,45,8,0.0,1.0,10.0,75.0,3.0,1.0,2.8,5.0,open_balcony,1,major_renovation,2.0,2.0,0.0,4529,350000.0,1,12,106,5
0,44,9,0.0,0.0,4.0,80.0,4.0,2.0,3.2,2.0,open_balcony,1,major_renovation,1.0,0.0,0.0,2425,2200.0,1,12,63,5
0,61,7,1.0,1.0,10.0,170.0,4.0,3.0,3.0,7.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,791,2200.0,1,-1,-1,-1
0,18,7,1.0,1.0,12.0,65.0,2.0,1.0,3.0,4.0,0,1,designer_renovation,1.0,0.0,0.0,4162,1500.0,1,-1,-1,-1
1,43,7,1.0,1.0,16.0,180.0,4.0,3.0,3.0,11.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,211,2500.0,1,-1,-1,-1
0,51,9,0.0,0.0,2.0,120.0,3.0,1.0,2.7,2.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2739,380000.0,1,13,55,5
1,52,8,0.0,1.0,10.0,76.0,3.0,1.0,3.0,2.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,2790,29000.0,0,-1,-1,-1
1,63,8,0.0,1.0,9.0,75.0,3.0,1.0,2.7,2.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,2844,350000.0,1,12,122,5
1,44,9,0.0,1.0,6.0,86.0,3.0,1.0,2.8,1.0,open_balcony,1,euro_renovation,1.0,2.0,2.0,796,560000.0,1,12,165,5
1,53,9,0.0,1.0,5.0,47.0,2.0,1.0,3.0,3.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,2556,25000.0,0,-1,-1,-1
0,39,7,1.0,1.0,13.0,167.0,4.0,3.0,3.0,8.0,open_balcony,1,designer_renovation,1.0,1.0,1.0,2555,2300.0,1,-1,-1,-1
1,20,9,0.0,0.0,5.0,57.0,3.0,1.0,2.8,4.0,multiple_balconies,1,cosmetic_renovation,1.0,0.0,0.0,1856,250000.0,1,10,167,5
1,25,9,0.0,0.0,5.0,55.0,2.0,1.0,3.2,3.0,closed_balcony,1,cosmetic_renovation,1.0,2.0,2.0,1665,500000.0,1,14,143,5
1,18,7,1.0,1.0,16.0,100.0,3.0,1.0,3.0,11.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,2790,130.0,0,-1,-1,-1
0,18,7,1.0,1.0,12.0,71.0,3.0,1.0,3.0,2.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,231,1000.0,1,12,167,5
1,44,9,0.0,0.0,6.0,69.0,2.0,1.0,2.8,4.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,3567,550000.0,1,-1,-1,-1
1,54,8,0.0,1.0,9.0,50.0,2.0,1.0,3.2,2.0,0,1,designer_renovation,1.0,0.0,0.0,2401,1050.0,1,11,79,5
1,66,7,1.0,1.0,14.0,64.0,2.0,1.0,3.0,6.0,open_balcony,1,designer_renovation,1.0,1.0,0.0,976,1400.0,1,-1,-1,-1
0,48,8,0.0,1.0,9.0,65.0,2.0,1.0,2.8,5.0,0,1,cosmetic_renovation,1.0,0.0,2.0,1605,180000.0,1,-1,-1,-1
1,24,7,1.0,1.0,16.0,62.0,2.0,1.0,3.0,12.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,287,1400.0,1,-1,-1,-1
0,25,9,0.0,0.0,5.0,90.0,4.0,1.0,3.0,2.0,open_balcony,1,major_renovation,1.0,2.0,0.0,2688,450000.0,1,12,129,5
1,55,8,0.0,1.0,10.0,118.0,3.0,2.0,3.0,4.0,closed_balcony,1,designer_renovation,1.0,0.0,0.0,2535,1800.0,1,-1,-1,-1
1,36,9,0.0,1.0,5.0,57.0,2.0,1.0,3.0,4.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,1207,1300.0,1,-1,-1,-1
1,53,9,0.0,0.0,5.0,50.0,2.0,1.0,3.0,4.0,closed_balcony,1,partial_renovation,1.0,2.0,0.0,1491,300000.0,1,15,159,-1
0,41,7,1.0,1.0,17.0,55.0,2.0,1.0,3.5,4.0,open_balcony,1,designer_renovation,1.0,2.0,2.0,2738,1450.0,1,11,106,5
0,44,8,0.0,1.0,9.0,69.0,3.0,1.0,2.75,1.0,0,1,old_renovation,2.0,0.0,0.0,2735,270000.0,1,15,152,0
0,52,9,0.0,0.0,5.0,64.0,3.0,1.0,2.75,1.0,open_balcony,1,major_renovation,2.0,0.0,2.0,895,300000.0,1,15,126,5
1,42,7,1.0,1.0,16.0,170.0,4.0,2.0,2.8,7.0,multiple_balconies,1,major_renovation,2.0,1.0,0.0,2644,2500.0,1,-1,-1,-1
1,52,5,1.0,1.0,11.0,45.0,1.0,1.0,2.8,7.0,open_balcony,,designer_renovation,11.0,10.0,10.0,676,13000.0,0,-1,-1,-1
0,31,8,0.0,1.0,9.0,42.0,2.0,1.0,2.7,8.0,0,partial_furniture,euro_renovation,1.0,0.0,0.0,865,250000.0,1,0,159,5
0,21,8,0.0,1.0,9.0,50.0,2.0,1.0,2.75,3.0,closed_balcony,1,euro_renovation,1.0,2.0,0.0,389,200000.0,1,-1,-1,5
1,60,8,0.0,1.0,9.0,48.0,1.0,1.0,2.75,2.0,closed_balcony,1,cosmetic_renovation,1.0,1.0,0.0,3594,110000.0,1,9,4,5
1,43,9,0.0,0.0,5.0,29.0,1.0,1.0,2.5,3.0,open_balcony,1,major_renovation,0.0,0.0,0.0,1305,250000.0,1,-1,-1,-1
0,37,9,0.0,0.0,3.0,160.0,3.0,1.0,3.2,3.0,multiple_balconies,1,designer_renovation,1.0,0.0,0.0,696,550000.0,1,11,108,-1
0,20,9,0.0,0.0,5.0,45.0,1.0,1.0,2.8,4.0,open_balcony,1,designer_renovation,0.0,0.0,1.0,1742,15000.0,0,12,111,-1
0,55,9,0.0,0.0,5.0,80.0,4.0,1.0,2.8,1.0,0,1,major_renovation,1.0,0.0,0.0,1852,330000.0,1,9,167,-1
0,23,7,1.0,1.0,12.0,45.0,1.0,1.0,2.8,2.0,0,1,designer_renovation,1.0,1.0,0.0,2733,400000.0,1,12,177,5
0,27,9,0.0,1.0,9.0,73.0,2.0,1.0,2.8,2.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,2619,1200.0,1,12,108,0
0,59,9,0.0,0.0,5.0,42.0,2.0,1.0,2.75,4.0,0,1,cosmetic_renovation,1.0,0.0,0.0,1031,150000.0,1,14,167,-1
0,64,9,0.0,0.0,5.0,60.0,3.0,1.0,3.0,2.0,open_balcony,1,major_renovation,1.0,0.0,0.0,4202,300000.0,1,12,167,-1
1,49,7,1.0,1.0,10.0,94.0,3.0,1.0,2.8,8.0,multiple_balconies,1,euro_renovation,1.0,0.0,0.0,2507,1100.0,1,14,111,5
0,55,7,1.0,1.0,5.0,50.0,2.0,1.0,3.0,5.0,closed_balcony,1,designer_renovation,1.0,2.0,0.0,131,1200.0,1,12,142,5
0,55,8,0.0,0.0,11.0,45.0,3.0,1.0,2.8,1.0,0,1,cosmetic_renovation,1.0,1.0,2.0,363,300000.0,1,12,169,5
0,24,9,0.0,0.0,5.0,80.0,3.0,1.0,2.75,4.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,2644,1500.0,1,-1,-1,-1
1,28,8,1.0,1.0,9.0,88.0,4.0,3.0,3.5,9.0,open_balcony,1,major_renovation,1.0,0.0,0.0,2847,70000.0,1,9,165,-1
